MS_blue_mean_DoY201,MS_blue_max_DoY201,MS_blue_min_DoY201,MS_ExG_mean_DoY201,MS_ExG_max_DoY201,MS_ExG_min_DoY201,MS_GCI_mean_DoY201,MS_GCI_max_DoY201,MS_GCI_min_DoY201,MS_green_mean_DoY201,MS_green_max_DoY201,MS_green_min_DoY201,MS_NDVI_mean_DoY201,MS_NDVI_max_DoY201,MS_NDVI_min_DoY201,MS_NDVI_Green_mean_DoY201,MS_NDVI_Green_max_DoY201,MS_NDVI_Green_min_DoY201,MS_NDVI_RedEdge_mean_DoY201,MS_NDVI_RedEdge_max_DoY201,MS_NDVI_RedEdge_min_DoY201,MS_NG_mean_DoY201,MS_NG_max_DoY201,MS_NG_min_DoY201,MS_nir_mean_DoY201,MS_nir_max_DoY201,MS_nir_min_DoY201,MS_OSAVI_mean_DoY201,MS_OSAVI_max_DoY201,MS_OSAVI_min_DoY201,MS_red_mean_DoY201,MS_red_max_DoY201,MS_red_min_DoY201,MS_red_edge_mean_DoY201,MS_red_edge_max_DoY201,MS_red_edge_min_DoY201,MS_SRI_(NIR.green)_mean_DoY201,MS_SRI_(NIR.green)_max_DoY201,MS_SRI_(NIR.green)_min_DoY201,MS_SRI_(NIR.red_edge)_mean_DoY201,MS_SRI_(NIR.red_edge)_max_DoY201,MS_SRI_(NIR.red_edge)_min_DoY201,MS_VIg_mean_DoY201,MS_VIg_max_DoY201,MS_VIg_min_DoY201,MS_blue_mean_DoY216,MS_blue_max_DoY216,MS_blue_min_DoY216,MS_ExG_mean_DoY216,MS_ExG_max_DoY216,MS_ExG_min_DoY216,MS_GCI_mean_DoY216,MS_GCI_max_DoY216,MS_GCI_min_DoY216,MS_green_mean_DoY216,MS_green_max_DoY216,MS_green_min_DoY216,MS_NDVI_mean_DoY216,MS_NDVI_max_DoY216,MS_NDVI_min_DoY216,MS_NDVI_Green_mean_DoY216,MS_NDVI_Green_max_DoY216,MS_NDVI_Green_min_DoY216,MS_NDVI_RedEdge_mean_DoY216,MS_NDVI_RedEdge_max_DoY216,MS_NDVI_RedEdge_min_DoY216,MS_NG_mean_DoY216,MS_NG_max_DoY216,MS_NG_min_DoY216,MS_nir_mean_DoY216,MS_nir_max_DoY216,MS_nir_min_DoY216,MS_OSAVI_mean_DoY216,MS_OSAVI_max_DoY216,MS_OSAVI_min_DoY216,MS_red_mean_DoY216,MS_red_max_DoY216,MS_red_min_DoY216,MS_red_edge_mean_DoY216,MS_red_edge_max_DoY216,MS_red_edge_min_DoY216,MS_SRI_(NIR.green)_mean_DoY216,MS_SRI_(NIR.green)_max_DoY216,MS_SRI_(NIR.green)_min_DoY216,MS_SRI_(NIR.red_edge)_mean_DoY216,MS_SRI_(NIR.red_edge)_max_DoY216,MS_SRI_(NIR.red_edge)_min_DoY216,MS_VIg_mean_DoY216,MS_VIg_max_DoY216,MS_VIg_min_DoY216,MS_blue_mean_2-day_diff,MS_blue_max_2-day_diff,MS_blue_min_2-day_diff,MS_ExG_mean_2-day_diff,MS_ExG_max_2-day_diff,MS_ExG_min_2-day_diff,MS_GCI_mean_2-day_diff,MS_GCI_max_2-day_diff,MS_GCI_min_2-day_diff,MS_green_mean_2-day_diff,MS_green_max_2-day_diff,MS_green_min_2-day_diff,MS_NDVI_mean_2-day_diff,MS_NDVI_max_2-day_diff,MS_NDVI_min_2-day_diff,MS_NDVI_Green_mean_2-day_diff,MS_NDVI_Green_max_2-day_diff,MS_NDVI_Green_min_2-day_diff,MS_NDVI_RedEdge_mean_2-day_diff,MS_NDVI_RedEdge_max_2-day_diff,MS_NDVI_RedEdge_min_2-day_diff,MS_NG_mean_2-day_diff,MS_NG_max_2-day_diff,MS_NG_min_2-day_diff,MS_nir_mean_2-day_diff,MS_nir_max_2-day_diff,MS_nir_min_2-day_diff,MS_OSAVI_mean_2-day_diff,MS_OSAVI_max_2-day_diff,MS_OSAVI_min_2-day_diff,MS_red_mean_2-day_diff,MS_red_max_2-day_diff,MS_red_min_2-day_diff,MS_red_edge_mean_2-day_diff,MS_red_edge_max_2-day_diff,MS_red_edge_min_2-day_diff,MS_SRI_(NIR.green)_mean_2-day_diff,MS_SRI_(NIR.green)_max_2-day_diff,MS_SRI_(NIR.green)_min_2-day_diff,MS_SRI_(NIR.red_edge)_mean_2-day_diff,MS_SRI_(NIR.red_edge)_max_2-day_diff,MS_SRI_(NIR.red_edge)_min_2-day_diff,MS_VIg_mean_2-day_diff,MS_VIg_max_2-day_diff,MS_VIg_min_2-day_diff
1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
