MS_blue_mean_DoY201,MS_blue_max_DoY201,MS_blue_min_DoY201,MS_ExG_mean_DoY201,MS_ExG_max_DoY201,MS_ExG_min_DoY201,MS_GCI_mean_DoY201,MS_GCI_max_DoY201,MS_GCI_min_DoY201,MS_green_mean_DoY201,MS_green_max_DoY201,MS_green_min_DoY201,MS_NDVI_mean_DoY201,MS_NDVI_max_DoY201,MS_NDVI_min_DoY201,MS_NDVI_Green_mean_DoY201,MS_NDVI_Green_max_DoY201,MS_NDVI_Green_min_DoY201,MS_NDVI_RedEdge_mean_DoY201,MS_NDVI_RedEdge_max_DoY201,MS_NDVI_RedEdge_min_DoY201,MS_NG_mean_DoY201,MS_NG_max_DoY201,MS_NG_min_DoY201,MS_nir_mean_DoY201,MS_nir_max_DoY201,MS_nir_min_DoY201,MS_OSAVI_mean_DoY201,MS_OSAVI_max_DoY201,MS_OSAVI_min_DoY201,MS_red_mean_DoY201,MS_red_max_DoY201,MS_red_min_DoY201,MS_red_edge_mean_DoY201,MS_red_edge_max_DoY201,MS_red_edge_min_DoY201,MS_SRI_(NIR.green)_mean_DoY201,MS_SRI_(NIR.green)_max_DoY201,MS_SRI_(NIR.green)_min_DoY201,MS_SRI_(NIR.red_edge)_mean_DoY201,MS_SRI_(NIR.red_edge)_max_DoY201,MS_SRI_(NIR.red_edge)_min_DoY201,MS_VIg_mean_DoY201,MS_VIg_max_DoY201,MS_VIg_min_DoY201
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
